"year","alpha.3","country_or_area","unit","geothermal","hydro","nuclear_electricity","solar_electricity","tide_wave_and_ocean_electricity","wind_electricity","Total_RProd","Total_Consumption"
1994,"AFG","Afghanistan","Kilowatt-hours, Million",0,472,0,0,0,0,472,640
1994,"AGO","Angola","Kilowatt-hours, Million",0,895,0,0,0,0,895,642
1994,"ALB","Albania","Kilowatt-hours, Million",0,3771,0,0,0,0,3771,1808
1994,"AND","Andorra","Kilowatt-hours, Million",0,120,0,0,0,0,120,263.9
1994,"ARG","Argentina","Kilowatt-hours, Million",0,27667,8235,0,0,0,35902,52495
1994,"ARM","Armenia","Kilowatt-hours, Million",0,3514,0,0,0,0,3514,3236
1994,"AUS","Australia","Kilowatt-hours, Million",0,16649,0,13,0,4,16666,140578
1994,"AUT","Austria","Kilowatt-hours, Million",0,36729,0,1,0,0,36730,45605
1994,"AZE","Azerbaijan","Kilowatt-hours, Million",0,1829,0,0,0,0,1829,14354
1994,"BDI","Burundi","Kilowatt-hours, Million",0,115,0,0,0,0,115,84
1994,"BEL","Belgium","Kilowatt-hours, Million",0,1184,40624,0,0,9,41817,66447
1994,"BFA","Burkina Faso","Kilowatt-hours, Million",0,73,0,0,0,0,73,180
1994,"BGD","Bangladesh","Kilowatt-hours, Million",0,846,0,0,0,0,846,6964
1994,"BGR","Bulgaria","Kilowatt-hours, Million",0,1468,15335,0,0,0,16803,27008
1994,"BIH","Bosnia and Herzegovina","Kilowatt-hours, Million",0,3459,0,0,0,0,3459,3443
1994,"BLR","Belarus","Kilowatt-hours, Million",0,19,0,0,0,0,19,27893
1994,"BOL","Bolivia (Plur. State of)","Kilowatt-hours, Million",0,1365,0,0,0,0,1365,2451
1994,"BRA","Brazil","Kilowatt-hours, Million",0,242705,1800,0,0,0,244505,242039
1994,"BTN","Bhutan","Kilowatt-hours, Million",0,1685,0,0,0,0,1685,276
1994,"CAF","Central African Rep.","Kilowatt-hours, Million",0,80,0,0,0,0,80,95
1994,"CAN","Canada","Kilowatt-hours, Million",0,329945,107834,3,33,59,437874,437418
1994,"CHE","Switzerland","Kilowatt-hours, Million",0,39952,24363,5,0,0,64320,46897
1994,"CHL","Chile","Kilowatt-hours, Million",0,16986,0,0,0,0,16986,21650
1994,"CHN","China","Kilowatt-hours, Million",0,504339,42129,0,0,0,546468,749635
1994,"CIV","Côte d'Ivoire","Kilowatt-hours, Million",0,1257,0,0,0,0,1257,1929
1994,"CMR","Cameroon","Kilowatt-hours, Million",0,2688,0,0,0,0,2688,2590
1994,"COD","Dem. Rep. of the Congo","Kilowatt-hours, Million",0,5294,0,0,0,0,5294,2000
1994,"COG","Congo","Kilowatt-hours, Million",0,362,0,0,0,0,362,326
1994,"COL","Colombia","Kilowatt-hours, Million",0,32111,0,0,0,0,32111,33719
1994,"CPV","Cabo Verde","Kilowatt-hours, Million",0,0,0,0,0,5.4,5.4,61.1
1994,"CRI","Costa Rica","Kilowatt-hours, Million",342,3547,0,0,0,0,3889,4220
1994,"CUB","Cuba","Kilowatt-hours, Million",0,61,0,0,0,0,61,9342
1994,"CZE","Czechia","Kilowatt-hours, Million",0,1776,12977,0,0,0,14753,44968
1994,"DEU","Germany","Kilowatt-hours, Million",0,23885,150703,7,0,1428,176023,443573
1994,"DMA","Dominica","Kilowatt-hours, Million",0,17,0,0,0,0,17,29
1994,"DNK","Denmark","Kilowatt-hours, Million",0,33,0,0,0,1137,1170,30756
1994,"DOM","Dominican Republic","Kilowatt-hours, Million",0,1875,0,0,0,0,1875,4373
1994,"DZA","Algeria","Kilowatt-hours, Million",0,166,0,0,0,0,166,13995
1994,"ECU","Ecuador","Kilowatt-hours, Million",0,6565,0,0,0,0,6565,6071
1994,"EGY","Egypt","Kilowatt-hours, Million",0,10737,0,0,0,0,10737,46228
1994,"ESP","Spain","Kilowatt-hours, Million",0,29182,55313,10,0,175,84680,136965
1994,"EST","Estonia","Kilowatt-hours, Million",0,3,0,0,0,0,3,4786
1994,"ETH","Ethiopia","Kilowatt-hours, Million",5,1354,0,0,0,0,1359,1132
1994,"FIN","Finland","Kilowatt-hours, Million",0,11787,19427,1,0,7,31222,65052
1994,"FJI","Fiji","Kilowatt-hours, Million",0,403,0,0,0,0,403,445
1994,"FRA","France","Kilowatt-hours, Million",0,81069,359981,1,501,5,441557,337493
1994,"FRO","Faeroe Islands","Kilowatt-hours, Million",0,76,0,0,0,1,77,153
1994,"GAB","Gabon","Kilowatt-hours, Million",0,746,0,0,0,0,746,734
1994,"GBR","United Kingdom","Kilowatt-hours, Million",0,6557,88282,0,0,342,95181,284264
1994,"GEO","Georgia","Kilowatt-hours, Million",0,6772,0,0,0,0,6772,9334
1994,"GHA","Ghana","Kilowatt-hours, Million",0,6336,0,0,0,0,6336,3673
1994,"GIN","Guinea","Kilowatt-hours, Million",0,184,0,0,0,0,184,440
1994,"GLP","Guadeloupe","Kilowatt-hours, Million",15,0,0,0,0,0,15,858
1994,"GNQ","Equatorial Guinea","Kilowatt-hours, Million",0,6,0,0,0,0,6,33
1994,"GRC","Greece","Kilowatt-hours, Million",0,2842,0,0,0,37,2879,32703
1994,"GTM","Guatemala","Kilowatt-hours, Million",0,2042,0,0,0,0,2042,2758
1994,"GUF","French Guiana","Kilowatt-hours, Million",0,96,0,0,0,0,96,369
1994,"GUY","Guyana","Kilowatt-hours, Million",0,5,0,0,0,0,5,429
1994,"HND","Honduras","Kilowatt-hours, Million",0,2447,0,0,0,0,2447,1649
1994,"HRV","Croatia","Kilowatt-hours, Million",0,5435,0,0,0,0,5435,9593
1994,"HTI","Haiti","Kilowatt-hours, Million",0,200,0,0,0,0,200,132
1994,"HUN","Hungary","Kilowatt-hours, Million",0,161,14049,0,0,0,14210,27584
1994,"IDN","Indonesia","Kilowatt-hours, Million",1601,11178,0,0,0,0,12779,47385
1994,"IND","India","Kilowatt-hours, Million",0,82727,5648,0,0,182,88557,289360
1994,"IRL","Ireland","Kilowatt-hours, Million",0,1198,0,0,0,19,1217,14155
1994,"IRN","Iran (Islamic Rep. of)","Kilowatt-hours, Million",0,7445,0,0,0,0,7445,66960
1994,"IRQ","Iraq","Kilowatt-hours, Million",0,560,0,0,0,0,560,26848
1994,"ISL","Iceland","Kilowatt-hours, Million",260,4515,0,0,0,0,4775,4172
1994,"ISR","Israel","Kilowatt-hours, Million",0,23,0,0,0,0,23,25742
1994,"ITA","Italy","Kilowatt-hours, Million",3417,47731,0,11,0,7,51166,231552
1994,"JAM","Jamaica","Kilowatt-hours, Million",0,111,0,0,0,0,111,4238
1994,"JOR","Jordan","Kilowatt-hours, Million",0,14,0,0,0,0,14,4245
1994,"JPN","Japan","Kilowatt-hours, Million",2064,75659,269126,33,0,1,346883,837196
1994,"KAZ","Kazakhstan","Kilowatt-hours, Million",0,9179,0,0,0,0,9179,57620
1994,"KEN","Kenya","Kilowatt-hours, Million",261,3068,0,0,0,0,3329,3204
1994,"KGZ","Kyrgyzstan","Kilowatt-hours, Million",0,11724,0,0,0,0,11724,8363
1994,"KHM","Cambodia","Kilowatt-hours, Million",0,42,0,0,0,0,42,124
1994,"KOR","Korea, Dem.Ppl's.Rep.","Kilowatt-hours, Million",0,13800,0,0,0,0,13800,18105
1994,"LAO","Lao People's Dem. Rep.","Kilowatt-hours, Million",0,1198.5498,0,0,0,0,1198.5498,279.4417
1994,"LBN","Lebanon","Kilowatt-hours, Million",0,960,0,0,0,0,960,4407
1994,"LKA","Sri Lanka","Kilowatt-hours, Million",0,4089,0,0,0,0,4089,3587
1994,"LTU","Lithuania","Kilowatt-hours, Million",0,718,7706,0,0,0,8424,6613
1994,"LUX","Luxembourg","Kilowatt-hours, Million",0,656,0,0,0,0,656,4644
1994,"LVA","Latvia","Kilowatt-hours, Million",0,3305,0,0,0,0,3305,4528
1994,"MAR","Morocco","Kilowatt-hours, Million",0,839,0,0,0,0,839,10133
1994,"MDA","Republic of Moldova","Kilowatt-hours, Million",0,278,0,0,0,0,278,6545
1994,"MDG","Madagascar","Kilowatt-hours, Million",0,389.2227,0,0,0,0,389.2227,550.939
1994,"MEX","Mexico","Kilowatt-hours, Million",5598,20048,4239,5,0,5,29895,114888
1994,"MKD","T.F.Yug.Rep. Macedonia","Kilowatt-hours, Million",0,695,0,0,0,0,695,4771
1994,"MLI","Mali","Kilowatt-hours, Million",0,217,0,0,0,0,217,258
1994,"MMR","Myanmar","Kilowatt-hours, Million",0,1614,0,0,0,0,1614,2192
1994,"MOZ","Mozambique","Kilowatt-hours, Million",0,366,0,0,0,0,366,637
1994,"MRT","Mauritania","Kilowatt-hours, Million",0,28,0,0,0,0,28,239.4
1994,"MUS","Mauritius","Kilowatt-hours, Million",0,76,0,0,0,0,76,811
1994,"MWI","Malawi","Kilowatt-hours, Million",0,802,0,0,0,0,802,812.2
1994,"MYS","Malaysia","Kilowatt-hours, Million",0,6521,0,0,0,0,6521,35031
1994,"NAM","Namibia","Kilowatt-hours, Million",0,672,0,0,0,0,672,1520
1994,"NCL","New Caledonia","Kilowatt-hours, Million",0,277,0,0,0,0,277,1310
1994,"NGA","Nigeria","Kilowatt-hours, Million",0,5562,0,0,0,0,5562,9595
1994,"NIC","Nicaragua","Kilowatt-hours, Million",515,310,0,0,0,0,825,1133
1994,"NLD","Netherlands","Kilowatt-hours, Million",0,100,3967,1,0,238,4306,81302
1994,"NOR","Norway","Kilowatt-hours, Million",0,112676,0,0,0,9,112685,101804
1994,"NPL","Nepal","Kilowatt-hours, Million",0,875,0,0,0,0,875,719
1994,"NZL","New Zealand","Kilowatt-hours, Million",2227,25834,0,0,0,1,28062,30189
1994,"PAK","Pakistan","Kilowatt-hours, Million",0,19436,497,0,0,0,19933,37381
1994,"PAN","Panama","Kilowatt-hours, Million",0,2391,0,0,0,0,2391,2624
1994,"PER","Peru","Kilowatt-hours, Million",0,12754,0,0,0,0,12754,10911
1994,"PHL","Philippines","Kilowatt-hours, Million",6320,5877,0,0,0,0,12197,24592
1994,"PNG","Papua New Guinea","Kilowatt-hours, Million",0,804,0,0,0,0,804,1081
1994,"POL","Poland","Kilowatt-hours, Million",0,3786,0,0,0,0,3786,85324
1994,"PRI","Puerto Rico","Kilowatt-hours, Million",0,46,0,0,0,0,46,16045
1994,"PRT","Portugal","Kilowatt-hours, Million",33,10702,0,1,0,17,10753,26955
1994,"PRY","Paraguay","Kilowatt-hours, Million",0,36396,0,0,0,0,36396,3159
1994,"PYF","French Polynesia","Kilowatt-hours, Million",0,97,0,0,0,0,97,299
1994,"REU","Réunion","Kilowatt-hours, Million",0,567,0,0,0,0,567,1067
1994,"ROK","Korea, Republic of","Kilowatt-hours, Million",0,4098,58651,2,0,1,62752,146540
1994,"ROU","Romania","Kilowatt-hours, Million",0,13046,0,0,0,0,13046,34199
1994,"RUS","Russian Federation","Kilowatt-hours, Million",31,176011,97820,0,0,0,273862,635287
1994,"RWA","Rwanda","Kilowatt-hours, Million",0,158,0,0,0,0,158,127
1994,"SDN","Sudan (former)","Kilowatt-hours, Million",0,942,0,0,0,0,942,1224
1994,"SLV","El Salvador","Kilowatt-hours, Million",407,1448,0,0,0,0,1855,2587
1994,"SRB","Serbia and Montenegro","Kilowatt-hours, Million",0,11127,0,0,0,0,11127,28189
1994,"STP","Sao Tome and Principe","Kilowatt-hours, Million",0,6,0,0,0,0,6,NA
1994,"SUR","Suriname","Kilowatt-hours, Million",0,1182.4,0,0,0,0,1182.4,1253
1994,"SVK","Slovakia","Kilowatt-hours, Million",0,4609,12595,0,0,0,17204,20324
1994,"SVN","Slovenia","Kilowatt-hours, Million",0,3399,4609,0,0,0,8008,9223
1994,"SWE","Sweden","Kilowatt-hours, Million",0,59453,73156,1,0,72,132682,122469
1994,"SWZ","Swaziland","Kilowatt-hours, Million",0,204,0,0,0,0,204,960
1994,"SYR","Syrian Arab Republic","Kilowatt-hours, Million",0,2458,0,0,0,0,2458,9781
1994,"TGO","Togo","Kilowatt-hours, Million",0,148,0,0,0,0,148,270
1994,"THA","Thailand","Kilowatt-hours, Million",1,4514,0,0,0,0,4515,62416
1994,"TJK","Tajikistan","Kilowatt-hours, Million",0,16691,0,0,0,0,16691,13851
1994,"TKM","Turkmenistan","Kilowatt-hours, Million",0,4,0,0,0,0,4,5040
1994,"TUN","Tunisia","Kilowatt-hours, Million",0,40,0,0,0,0,40,5702
1994,"TUR","Turkey","Kilowatt-hours, Million",79,30586,0,0,0,0,30665,59005
1994,"TZA","United Rep. of Tanzania","Kilowatt-hours, Million",0,1493,0,0,0,0,1493,1629
1994,"UGA","Uganda","Kilowatt-hours, Million",0,1052,0,0,0,0,1052,489
1994,"UKR","Ukraine","Kilowatt-hours, Million",0,12327,68848,0,0,0,81175,150229
1994,"URY","Uruguay","Kilowatt-hours, Million",0,7468,0,0,0,0,7468,4712
1994,"USA","United States","Kilowatt-hours, Million",17479,284373,678920,828,0,3483,985083,2956258
1994,"UZB","Uzbekistan","Kilowatt-hours, Million",0,7156,0,0,0,0,7156,39489
1994,"VCT","St. Vincent-Grenadines","Kilowatt-hours, Million",0,21,0,0,0,0,21,59
1994,"VEN","Venezuela (Bolivar. Rep.)","Kilowatt-hours, Million",0,51284,0,0,0,0,51284,38752
1994,"VNM","Viet Nam","Kilowatt-hours, Million",0,8902,0,0,0,0,8902,9233
1994,"WSM","Samoa","Kilowatt-hours, Million",0,25,0,0,0,0,25,59
1994,"ZAF","South Africa","Kilowatt-hours, Million",0,2591,9697,0,0,0,12288,135167
1994,"ZMB","Zambia","Kilowatt-hours, Million",0,7743,0,0,0,0,7743,5153
1994,"ZWE","Zimbabwe","Kilowatt-hours, Million",0,2375,0,0,0,0,2375,6866
1995,"AFG","Afghanistan","Kilowatt-hours, Million",0,466,0,0,0,0,466,626
1995,"AGO","Angola","Kilowatt-hours, Million",0,900,0,0,0,0,900,645
1995,"ALB","Albania","Kilowatt-hours, Million",0,4204,0,0,0,0,4204,1995
1995,"AND","Andorra","Kilowatt-hours, Million",0,124,0,0,0,0,124,276.5
1995,"ARG","Argentina","Kilowatt-hours, Million",0,26986,7066,0,0,0,34052,55796
1995,"ARM","Armenia","Kilowatt-hours, Million",0,1919,304,0,0,0,2223,3049
1995,"AUS","Australia","Kilowatt-hours, Million",0,16239,0,16,0,7,16262,144879
1995,"AUT","Austria","Kilowatt-hours, Million",0,38114,0,1,0,1,38116,46712
1995,"AZE","Azerbaijan","Kilowatt-hours, Million",0,1556,0,0,0,0,1556,13563
1995,"BDI","Burundi","Kilowatt-hours, Million",0,118,0,0,0,0,118,88
1995,"BEL","Belgium","Kilowatt-hours, Million",0,1230,41356,0,0,9,42595,68448
1995,"BEN","Benin","Kilowatt-hours, Million",0,0,0,0,0,0,0,264
1995,"BFA","Burkina Faso","Kilowatt-hours, Million",0,94,0,0,0,0,94,207.5
1995,"BGD","Bangladesh","Kilowatt-hours, Million",0,372,0,0,0,0,372,7818
1995,"BGR","Bulgaria","Kilowatt-hours, Million",0,2314,17261,0,0,0,19575,27772
1995,"BIH","Bosnia and Herzegovina","Kilowatt-hours, Million",0,3643,0,0,0,0,3643,3605
1995,"BLR","Belarus","Kilowatt-hours, Million",0,20,0,0,0,0,20,25312
1995,"BLZ","Belize","Kilowatt-hours, Million",0,40,0,0,0,0,40,153
1995,"BOL","Bolivia (Plur. State of)","Kilowatt-hours, Million",0,1305,0,0,0,0,1305,2644
1995,"BRA","Brazil","Kilowatt-hours, Million",0,253905,2519,0,0,0,256424,256506
1995,"BTN","Bhutan","Kilowatt-hours, Million",0,1630,0,0,0,0,1630,269
1995,"CAF","Central African Rep.","Kilowatt-hours, Million",0,81,0,0,0,0,81,98
1995,"CAN","Canada","Kilowatt-hours, Million",0,336034,97844,4,33,59,433974,446666
1995,"CHE","Switzerland","Kilowatt-hours, Million",0,35954,24895,5,0,0,60854,47882
1995,"CHL","Chile","Kilowatt-hours, Million",0,18414,0,0,0,0,18414,24192
1995,"CHN","China","Kilowatt-hours, Million",0,571731,38499,0,0,0,610230,806434
1995,"CIV","Côte d'Ivoire","Kilowatt-hours, Million",0,1727,0,0,0,0,1727,2131
1995,"CMR","Cameroon","Kilowatt-hours, Million",0,2753,0,0,0,0,2753,2617
1995,"COD","Dem. Rep. of the Congo","Kilowatt-hours, Million",0,5360,0,0,0,0,5360,2067
1995,"COG","Congo","Kilowatt-hours, Million",0,325,0,0,0,0,325,310
1995,"COL","Colombia","Kilowatt-hours, Million",0,32202,0,0,0,0,32202,35245
1995,"CPV","Cabo Verde","Kilowatt-hours, Million",0,0,0,0,0,6.3,6.3,65
1995,"CRI","Costa Rica","Kilowatt-hours, Million",468,3620,0,23,0,0,4111,4344
1995,"CUB","Cuba","Kilowatt-hours, Million",0,74,0,0,0,0,74,9133
1995,"CZE","Czechia","Kilowatt-hours, Million",0,2274,12230,0,0,0,14504,48082
1995,"DEU","Germany","Kilowatt-hours, Million",0,26250,153091,7,0,1712,181060,451209
1995,"DMA","Dominica","Kilowatt-hours, Million",0,29,0,0,0,0,29,51
1995,"DNK","Denmark","Kilowatt-hours, Million",0,30,0,0,0,1177,1207,30885
1995,"DOM","Dominican Republic","Kilowatt-hours, Million",0,1672,0,0,0,0,1672,3694
1995,"DZA","Algeria","Kilowatt-hours, Million",0,193,0,0,0,0,193,14505
1995,"ECU","Ecuador","Kilowatt-hours, Million",0,5161,0,0,0,0,5161,6388
1995,"EGY","Egypt","Kilowatt-hours, Million",0,11413,0,0,0,0,11413,46281
1995,"ESP","Spain","Kilowatt-hours, Million",0,24569,55455,15,0,270,80309,140911
1995,"EST","Estonia","Kilowatt-hours, Million",0,2,0,0,0,0,2,4556
1995,"ETH","Ethiopia","Kilowatt-hours, Million",6,1428,0,0,0,0,1434,1188
1995,"FIN","Finland","Kilowatt-hours, Million",0,12925,19216,1,0,11,32153,65217
1995,"FJI","Fiji","Kilowatt-hours, Million",0,384.481,0,0,0,0,384.481,485
1995,"FRA","France","Kilowatt-hours, Million",0,76192,377231,1,507,5,453936,342850
1995,"FRO","Faeroe Islands","Kilowatt-hours, Million",0,76,0,0,0,1,77,153
1995,"GAB","Gabon","Kilowatt-hours, Million",0,791,0,0,0,0,791,758
1995,"GBR","United Kingdom","Kilowatt-hours, Million",0,6390,88964,0,0,391,95745,294722
1995,"GEO","Georgia","Kilowatt-hours, Million",0,5203,0,0,0,0,5203,6610
1995,"GHA","Ghana","Kilowatt-hours, Million",0,6165,0,0,0,0,6165,3957
1995,"GIN","Guinea","Kilowatt-hours, Million",0,185,0,0,0,0,185,444
1995,"GLP","Guadeloupe","Kilowatt-hours, Million",15,0,0,0,0,0,15,903
1995,"GNQ","Equatorial Guinea","Kilowatt-hours, Million",0,7,0,0,0,0,7,34
1995,"GRC","Greece","Kilowatt-hours, Million",0,3782,0,0,0,34,3816,34087
1995,"GTM","Guatemala","Kilowatt-hours, Million",0,1904,0,0,0,0,1904,2947
1995,"GUF","French Guiana","Kilowatt-hours, Million",0,130,0,0,0,0,130,373
1995,"GUY","Guyana","Kilowatt-hours, Million",0,5,0,0,0,0,5,433
1995,"HND","Honduras","Kilowatt-hours, Million",0,2093,0,0,0,0,2093,1954
1995,"HRV","Croatia","Kilowatt-hours, Million",0,5683,0,0,0,0,5683,9921
1995,"HTI","Haiti","Kilowatt-hours, Million",0,225,0,0,0,0,225,227
1995,"HUN","Hungary","Kilowatt-hours, Million",0,163,14026,0,0,0,14189,27744
1995,"IDN","Indonesia","Kilowatt-hours, Million",2210,10913,0,0,0,0,13123,51563
1995,"IND","India","Kilowatt-hours, Million",0,72596,7982,0,0,498,81076,309489
1995,"IRL","Ireland","Kilowatt-hours, Million",0,968,0,0,0,16,984,14850
1995,"IRN","Iran (Islamic Rep. of)","Kilowatt-hours, Million",0,7288,0,0,0,0,7288,69386
1995,"IRQ","Iraq","Kilowatt-hours, Million",0,570,0,0,0,0,570,28607
1995,"ISL","Iceland","Kilowatt-hours, Million",290,4682,0,0,0,0,4972,4259
1995,"ISR","Israel","Kilowatt-hours, Million",0,25,0,0,0,0,25,27791
1995,"ITA","Italy","Kilowatt-hours, Million",3436,41907,0,13,0,9,45365,238272
1995,"JAM","Jamaica","Kilowatt-hours, Million",0,120,0,0,0,0,120,5201
1995,"JOR","Jordan","Kilowatt-hours, Million",0,18,0,0,0,0,18,4693
1995,"JPN","Japan","Kilowatt-hours, Million",3173,91216,291254,46,0,1,385690,858643
1995,"KAZ","Kazakhstan","Kilowatt-hours, Million",0,8331,0,0,0,0,8331,51609
1995,"KEN","Kenya","Kilowatt-hours, Million",290,3123,0,0,0,0,3413,3278
1995,"KGZ","Kyrgyzstan","Kilowatt-hours, Million",0,11118,0,0,0,0,11118,9188
1995,"KHM","Cambodia","Kilowatt-hours, Million",0,51,0,0,0,0,51,108
1995,"KOR","Korea, Dem.Ppl's.Rep.","Kilowatt-hours, Million",0,14200,0,0,0,0,14200,17889
1995,"LAO","Lao People's Dem. Rep.","Kilowatt-hours, Million",0,1084.9894,0,0,0,0,1084.9894,337.4724
1995,"LBN","Lebanon","Kilowatt-hours, Million",0,732,0,0,0,0,732,4736
1995,"LKA","Sri Lanka","Kilowatt-hours, Million",0,4514,0,0,0,0,4514,3932
1995,"LTU","Lithuania","Kilowatt-hours, Million",0,751,11822,0,0,0,12573,6355
1995,"LUX","Luxembourg","Kilowatt-hours, Million",0,831,0,0,0,0,831,4996
1995,"LVA","Latvia","Kilowatt-hours, Million",0,2937,0,0,0,0,2937,4482
1995,"MAR","Morocco","Kilowatt-hours, Million",0,605,0,0,0,0,605,10452
1995,"MDA","Republic of Moldova","Kilowatt-hours, Million",0,324,0,0,0,0,324,5839
1995,"MDG","Madagascar","Kilowatt-hours, Million",0,410.7864,0,0,0,0,410.7864,547.21
1995,"MEX","Mexico","Kilowatt-hours, Million",5669,27528,8443,5,0,7,41652,119524
1995,"MKD","T.F.Yug.Rep. Macedonia","Kilowatt-hours, Million",0,801,0,0,0,0,801,4802
1995,"MLI","Mali","Kilowatt-hours, Million",0,225,0,0,0,0,225,294
1995,"MMR","Myanmar","Kilowatt-hours, Million",0,1624,0,0,0,0,1624,2368
1995,"MOZ","Mozambique","Kilowatt-hours, Million",0,379,0,0,0,0,379,697
1995,"MRT","Mauritania","Kilowatt-hours, Million",0,28,0,0,0,0,28,321.9
1995,"MUS","Mauritius","Kilowatt-hours, Million",0,135,0,0,0,0,135,804
1995,"MWI","Malawi","Kilowatt-hours, Million",0,792,0,0,0,0,792,800.5
1995,"MYS","Malaysia","Kilowatt-hours, Million",0,6166,0,0,0,0,6166,38174
1995,"NAM","Namibia","Kilowatt-hours, Million",0,1134,0,0,0,0,1134,1552
1995,"NCL","New Caledonia","Kilowatt-hours, Million",0,229,0,0,0,0,229,1391
1995,"NGA","Nigeria","Kilowatt-hours, Million",0,5500,0,0,0,0,5500,9436
1995,"NIC","Nicaragua","Kilowatt-hours, Million",550,335,0,0,0,0,885,1199
1995,"NLD","Netherlands","Kilowatt-hours, Million",0,88,4018,2,0,317,4425,80895
1995,"NOR","Norway","Kilowatt-hours, Million",0,122487,0,0,0,10,122497,103766
1995,"NPL","Nepal","Kilowatt-hours, Million",0,903,0,0,0,0,903,833
1995,"NZL","New Zealand","Kilowatt-hours, Million",2161,27532,0,0,0,1,29694,30791
1995,"PAK","Pakistan","Kilowatt-hours, Million",0,22858,511,0,0,0,23369,37327
1995,"PAN","Panama","Kilowatt-hours, Million",0,2418,0,0,0,0,2418,2723
1995,"PER","Peru","Kilowatt-hours, Million",0,13782,0,0,0,0,13782,12855
1995,"PHL","Philippines","Kilowatt-hours, Million",6135,6247,0,0,0,0,12382,26593
1995,"PNG","Papua New Guinea","Kilowatt-hours, Million",0,871,0,0,0,0,871,1360
1995,"POL","Poland","Kilowatt-hours, Million",0,3851,0,0,0,1,3852,89691
1995,"PRI","Puerto Rico","Kilowatt-hours, Million",0,100,0,0,0,0,100,16685
1995,"PRT","Portugal","Kilowatt-hours, Million",42,8454,0,1,0,16,8513,28804
1995,"PRY","Paraguay","Kilowatt-hours, Million",0,39712,0,0,0,0,39712,3581
1995,"PYF","French Polynesia","Kilowatt-hours, Million",0,126,0,0,0,0,126,309
1995,"REU","Réunion","Kilowatt-hours, Million",0,601,0,0,0,0,601,1148
1995,"ROK","Korea, Republic of","Kilowatt-hours, Million",0,5478,67029,2,0,0,72509,163270
1995,"ROU","Romania","Kilowatt-hours, Million",0,16693,0,0,0,0,16693,36354
1995,"RUS","Russian Federation","Kilowatt-hours, Million",30,176412,99532,0,0,0,275974,618330
1995,"RWA","Rwanda","Kilowatt-hours, Million",0,160,0,0,0,0,160,134
1995,"SDN","Sudan (former)","Kilowatt-hours, Million",0,935,0,0,0,0,935,1255
1995,"SLV","El Salvador","Kilowatt-hours, Million",443,1471,0,0,0,0,1914,2816
1995,"SRB","Serbia and Montenegro","Kilowatt-hours, Million",0,11220,0,0,0,0,11220,30799
1995,"STP","Sao Tome and Principe","Kilowatt-hours, Million",0,6,0,0,0,0,6,NA
1995,"SUR","Suriname","Kilowatt-hours, Million",0,1192.8,0,0,0,0,1192.8,1258
1995,"SVK","Slovakia","Kilowatt-hours, Million",0,5226,11437,0,0,0,16663,21730
1995,"SVN","Slovenia","Kilowatt-hours, Million",0,3252,4779,0,0,0,8031,9343
1995,"SWE","Sweden","Kilowatt-hours, Million",0,68160,69935,1,0,99,138195,124566
1995,"SWZ","Swaziland","Kilowatt-hours, Million",0,210,0,0,0,0,210,990
1995,"SYR","Syrian Arab Republic","Kilowatt-hours, Million",0,2510,0,0,0,0,2510,9857
1995,"TGO","Togo","Kilowatt-hours, Million",0,255,0,0,0,0,255,342
1995,"THA","Thailand","Kilowatt-hours, Million",1,6713,0,0,0,0,6714,69922
1995,"TJK","Tajikistan","Kilowatt-hours, Million",0,14596,0,0,0,0,14596,13811
1995,"TKM","Turkmenistan","Kilowatt-hours, Million",0,4,0,0,0,0,4,4998
1995,"TUN","Tunisia","Kilowatt-hours, Million",0,39,0,0,0,0,39,5944
1995,"TUR","Turkey","Kilowatt-hours, Million",86,35541,0,0,0,0,35627,65133
1995,"TZA","United Rep. of Tanzania","Kilowatt-hours, Million",0,1539,0,0,0,0,1539,1485
1995,"UGA","Uganda","Kilowatt-hours, Million",0,1092,0,0,0,0,1092,487
1995,"UKR","Ukraine","Kilowatt-hours, Million",0,10150,70823,0,0,0,80973,143495
1995,"URY","Uruguay","Kilowatt-hours, Million",0,5855,0,0,0,0,5855,4997
1995,"USA","United States","Kilowatt-hours, Million",14941,337856,713806,828,0,3196,1070627,3041978
1995,"UZB","Uzbekistan","Kilowatt-hours, Million",0,6188,0,0,0,0,6188,37910
1995,"VCT","St. Vincent-Grenadines","Kilowatt-hours, Million",0,21.2,0,0,0,0,21.2,62.2
1995,"VEN","Venezuela (Bolivar. Rep.)","Kilowatt-hours, Million",0,53450,0,0,0,0,53450,55466
1995,"VNM","Viet Nam","Kilowatt-hours, Million",0,10582,0,0,0,0,10582,11198
1995,"WSM","Samoa","Kilowatt-hours, Million",0,25,0,0,0,0,25,60
1995,"ZAF","South Africa","Kilowatt-hours, Million",0,1803,11301,0,0,0,13104,143172
1995,"ZMB","Zambia","Kilowatt-hours, Million",0,7871,0,0,0,0,7871,6205
1995,"ZWE","Zimbabwe","Kilowatt-hours, Million",0,2177,0,0,0,0,2177,7593
1996,"AFG","Afghanistan","Kilowatt-hours, Million",0,475,0,0,0,0,475,616
1996,"AGO","Angola","Kilowatt-hours, Million",0,925,0,0,0,0,925,690
1996,"ALB","Albania","Kilowatt-hours, Million",0,5726,0,0,0,0,5726,2762
1996,"AND","Andorra","Kilowatt-hours, Million",0,110,0,0,0,0,110,286.2
1996,"ARG","Argentina","Kilowatt-hours, Million",0,22985,7459,0,0,10,30454,59105
