"country_or_area","year","Total_Consumption","unit","alpha.3"
"Afghanistan",2009,1600,"Kilowatt-hours, million","AFG"
"Afghanistan",1995,626,"Kilowatt-hours, million","AFG"
"Afghanistan",2005,860,"Kilowatt-hours, million","AFG"
"Afghanistan",2001,620,"Kilowatt-hours, million","AFG"
"Afghanistan",1994,640,"Kilowatt-hours, million","AFG"
"Afghanistan",2011,2300,"Kilowatt-hours, million","AFG"
"Afghanistan",2007,1500,"Kilowatt-hours, million","AFG"
"Afghanistan",2008,1500,"Kilowatt-hours, million","AFG"
"Afghanistan",2006,1240,"Kilowatt-hours, million","AFG"
"Afghanistan",2010,2400,"Kilowatt-hours, million","AFG"
"Afghanistan",1997,603,"Kilowatt-hours, million","AFG"
"Afghanistan",2014,3767.3,"Kilowatt-hours, million","AFG"
"Afghanistan",2003,882,"Kilowatt-hours, million","AFG"
"Afghanistan",1996,616,"Kilowatt-hours, million","AFG"
"Afghanistan",2002,652,"Kilowatt-hours, million","AFG"
"Afghanistan",2012,3265,"Kilowatt-hours, million","AFG"
"Afghanistan",2004,860,"Kilowatt-hours, million","AFG"
"Afghanistan",2013,3022,"Kilowatt-hours, million","AFG"
"Afghanistan",2000,617,"Kilowatt-hours, million","AFG"
"Afghanistan",1998,594,"Kilowatt-hours, million","AFG"
"Afghanistan",1999,614,"Kilowatt-hours, million","AFG"
"Albania",1995,1995,"Kilowatt-hours, million","ALB"
"Albania",2004,3671,"Kilowatt-hours, million","ALB"
"Albania",2000,3629,"Kilowatt-hours, million","ALB"
"Albania",2010,5667.92,"Kilowatt-hours, million","ALB"
"Albania",2006,3477,"Kilowatt-hours, million","ALB"
"Albania",2007,3456,"Kilowatt-hours, million","ALB"
"Albania",1997,2104,"Kilowatt-hours, million","ALB"
"Albania",2005,5163,"Kilowatt-hours, million","ALB"
"Albania",1994,1808,"Kilowatt-hours, million","ALB"
"Albania",2001,3516,"Kilowatt-hours, million","ALB"
"Albania",2012,5759.64,"Kilowatt-hours, million","ALB"
"Albania",2013,6892.14,"Kilowatt-hours, million","ALB"
"Albania",2009,5373.83,"Kilowatt-hours, million","ALB"
"Albania",1999,3413,"Kilowatt-hours, million","ALB"
"Albania",2003,3957,"Kilowatt-hours, million","ALB"
"Albania",2008,4747.68,"Kilowatt-hours, million","ALB"
"Albania",2014,6523.2,"Kilowatt-hours, million","ALB"
"Albania",1996,2762,"Kilowatt-hours, million","ALB"
"Albania",1998,2235,"Kilowatt-hours, million","ALB"
"Albania",2011,5657.16,"Kilowatt-hours, million","ALB"
"Albania",2002,4378,"Kilowatt-hours, million","ALB"
"Algeria",2010,33470,"Kilowatt-hours, million","DZA"
"Algeria",1998,16228,"Kilowatt-hours, million","DZA"
"Algeria",2003,22699,"Kilowatt-hours, million","DZA"
"Algeria",1999,17508,"Kilowatt-hours, million","DZA"
"Algeria",2009,27911,"Kilowatt-hours, million","DZA"
"Algeria",1994,13995,"Kilowatt-hours, million","DZA"
"Algeria",2011,35867,"Kilowatt-hours, million","DZA"
"Algeria",2012,40777,"Kilowatt-hours, million","DZA"
"Algeria",1997,15197,"Kilowatt-hours, million","DZA"
"Algeria",2004,23653,"Kilowatt-hours, million","DZA"
"Algeria",1995,14505,"Kilowatt-hours, million","DZA"
"Algeria",2013,43158,"Kilowatt-hours, million","DZA"
"Algeria",2006,26456,"Kilowatt-hours, million","DZA"
"Algeria",1996,15035,"Kilowatt-hours, million","DZA"
"Algeria",2007,27991,"Kilowatt-hours, million","DZA"
"Algeria",2014,45733,"Kilowatt-hours, million","DZA"
"Algeria",2002,20739,"Kilowatt-hours, million","DZA"
"Algeria",2008,29953,"Kilowatt-hours, million","DZA"
"Algeria",2000,18592,"Kilowatt-hours, million","DZA"
"Algeria",2001,19664,"Kilowatt-hours, million","DZA"
"Algeria",2005,25287,"Kilowatt-hours, million","DZA"
"American Samoa",2007,161.7,"Kilowatt-hours, million","ASM"
"American Samoa",1995,116,"Kilowatt-hours, million","ASM"
"American Samoa",2004,166.3,"Kilowatt-hours, million","ASM"
"American Samoa",2014,134.769,"Kilowatt-hours, million","ASM"
"American Samoa",2012,134.3,"Kilowatt-hours, million","ASM"
"American Samoa",1999,139,"Kilowatt-hours, million","ASM"
"American Samoa",2002,156.1,"Kilowatt-hours, million","ASM"
"American Samoa",2010,141.8,"Kilowatt-hours, million","ASM"
"American Samoa",1994,103,"Kilowatt-hours, million","ASM"
"American Samoa",2008,166.6,"Kilowatt-hours, million","ASM"
"American Samoa",2009,158.3,"Kilowatt-hours, million","ASM"
"American Samoa",1997,127,"Kilowatt-hours, million","ASM"
"American Samoa",2001,148,"Kilowatt-hours, million","ASM"
"American Samoa",2000,146,"Kilowatt-hours, million","ASM"
"American Samoa",2005,167.3,"Kilowatt-hours, million","ASM"
"American Samoa",1996,120,"Kilowatt-hours, million","ASM"
"American Samoa",2003,165.4,"Kilowatt-hours, million","ASM"
"American Samoa",1998,134,"Kilowatt-hours, million","ASM"
"American Samoa",2013,135.511,"Kilowatt-hours, million","ASM"
"American Samoa",2011,136.3,"Kilowatt-hours, million","ASM"
"American Samoa",2006,167.6,"Kilowatt-hours, million","ASM"
"Andorra",1999,337.3,"Kilowatt-hours, million","AND"
"Andorra",1994,263.9,"Kilowatt-hours, million","AND"
"Andorra",2011,482.904,"Kilowatt-hours, million","AND"
"Andorra",2013,482.099,"Kilowatt-hours, million","AND"
"Andorra",2007,498.3,"Kilowatt-hours, million","AND"
"Andorra",1998,319.3,"Kilowatt-hours, million","AND"
"Andorra",2012,488.139,"Kilowatt-hours, million","AND"
"Andorra",2008,498.9,"Kilowatt-hours, million","AND"
"Andorra",2000,354.5,"Kilowatt-hours, million","AND"
"Andorra",2004,449.2,"Kilowatt-hours, million","AND"
"Andorra",1996,286.2,"Kilowatt-hours, million","AND"
"Andorra",1995,276.5,"Kilowatt-hours, million","AND"
"Andorra",2009,492.67,"Kilowatt-hours, million","AND"
"Andorra",2010,506.307,"Kilowatt-hours, million","AND"
"Andorra",1997,295.6,"Kilowatt-hours, million","AND"
"Andorra",2001,378.1,"Kilowatt-hours, million","AND"
"Andorra",2005,460.5,"Kilowatt-hours, million","AND"
"Andorra",2002,397.5,"Kilowatt-hours, million","AND"
"Andorra",2014,474.499,"Kilowatt-hours, million","AND"
"Andorra",2006,479,"Kilowatt-hours, million","AND"
"Andorra",2003,420.6,"Kilowatt-hours, million","AND"
"Angola",2013,7087,"Kilowatt-hours, million","AGO"
"Angola",2007,2611,"Kilowatt-hours, million","AGO"
"Angola",1999,1070,"Kilowatt-hours, million","AGO"
"Angola",2012,5352,"Kilowatt-hours, million","AGO"
"Angola",2005,2110,"Kilowatt-hours, million","AGO"
"Angola",2009,4024,"Kilowatt-hours, million","AGO"
"Angola",2011,4875,"Kilowatt-hours, million","AGO"
"Angola",2004,1796,"Kilowatt-hours, million","AGO"
"Angola",2008,3532,"Kilowatt-hours, million","AGO"
"Angola",1996,690,"Kilowatt-hours, million","AGO"
"Angola",1994,642,"Kilowatt-hours, million","AGO"
"Angola",1995,645,"Kilowatt-hours, million","AGO"
"Angola",1997,967,"Kilowatt-hours, million","AGO"
"Angola",2001,1313,"Kilowatt-hours, million","AGO"
"Angola",1998,1056,"Kilowatt-hours, million","AGO"
"Angola",2002,1413,"Kilowatt-hours, million","AGO"
"Angola",2000,1157,"Kilowatt-hours, million","AGO"
"Angola",2010,4686,"Kilowatt-hours, million","AGO"
"Angola",2003,1601,"Kilowatt-hours, million","AGO"
"Angola",2014,8178,"Kilowatt-hours, million","AGO"
"Angola",2006,2733,"Kilowatt-hours, million","AGO"
"Anguilla",1994,25.9,"Kilowatt-hours, million","AIA"
"Anguilla",2004,55.7,"Kilowatt-hours, million","AIA"
"Anguilla",2013,77.4,"Kilowatt-hours, million","AIA"
"Anguilla",2012,78.9,"Kilowatt-hours, million","AIA"
"Anguilla",1999,32.5,"Kilowatt-hours, million","AIA"
"Anguilla",1997,28.1,"Kilowatt-hours, million","AIA"
"Anguilla",2007,78.9,"Kilowatt-hours, million","AIA"
"Anguilla",2010,87.2,"Kilowatt-hours, million","AIA"
"Anguilla",2011,83.7,"Kilowatt-hours, million","AIA"
"Anguilla",2014,78,"Kilowatt-hours, million","AIA"
"Anguilla",1996,24.6,"Kilowatt-hours, million","AIA"
"Anguilla",2000,39.5,"Kilowatt-hours, million","AIA"
"Anguilla",1998,30.5,"Kilowatt-hours, million","AIA"
"Anguilla",2002,48.9,"Kilowatt-hours, million","AIA"
"Anguilla",2008,78.9,"Kilowatt-hours, million","AIA"
"Anguilla",2003,51.2,"Kilowatt-hours, million","AIA"
"Anguilla",2009,79.9,"Kilowatt-hours, million","AIA"
"Anguilla",2006,70.5,"Kilowatt-hours, million","AIA"
"Anguilla",2005,63.6,"Kilowatt-hours, million","AIA"
"Anguilla",2001,45.5,"Kilowatt-hours, million","AIA"
"Anguilla",1995,22.2,"Kilowatt-hours, million","AIA"
"Antigua and Barbuda",2012,235,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2007,204.4,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2008,210,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1999,102,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1994,72,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2005,173,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2002,136,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2009,217.1,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2013,237,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2011,230,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2001,123,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2000,110,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1997,87,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1996,79,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2004,158,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1998,95,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2010,221,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2003,150,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2014,242,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",2006,187,"Kilowatt-hours, million","ATG"
"Antigua and Barbuda",1995,70,"Kilowatt-hours, million","ATG"
"Argentina",1999,70871,"Kilowatt-hours, million","ARG"
"Argentina",2007,97617,"Kilowatt-hours, million","ARG"
"Argentina",1994,52495,"Kilowatt-hours, million","ARG"
"Argentina",2004,85247,"Kilowatt-hours, million","ARG"
"Argentina",2005,90276,"Kilowatt-hours, million","ARG"
"Argentina",2012,119850,"Kilowatt-hours, million","ARG"
"Argentina",2008,107046,"Kilowatt-hours, million","ARG"
"Argentina",2011,115990,"Kilowatt-hours, million","ARG"
"Argentina",1997,63032,"Kilowatt-hours, million","ARG"
"Argentina",2014,126757,"Kilowatt-hours, million","ARG"
"Argentina",2003,79567,"Kilowatt-hours, million","ARG"
"Argentina",1998,67920,"Kilowatt-hours, million","ARG"
"Argentina",2006,98681,"Kilowatt-hours, million","ARG"
"Argentina",2009,106381,"Kilowatt-hours, million","ARG"
"Argentina",2013,124127,"Kilowatt-hours, million","ARG"
"Argentina",2002,74162,"Kilowatt-hours, million","ARG"
"Argentina",1995,55796,"Kilowatt-hours, million","ARG"
"Argentina",2001,75898,"Kilowatt-hours, million","ARG"
"Argentina",1996,59105,"Kilowatt-hours, million","ARG"
"Argentina",2010,112757,"Kilowatt-hours, million","ARG"
"Argentina",2000,74512,"Kilowatt-hours, million","ARG"
"Armenia",1999,3639,"Kilowatt-hours, million","ARM"
"Armenia",2007,4766,"Kilowatt-hours, million","ARM"
"Armenia",1994,3236,"Kilowatt-hours, million","ARM"
"Armenia",2011,5151,"Kilowatt-hours, million","ARM"
"Armenia",2004,3970,"Kilowatt-hours, million","ARM"
"Armenia",2006,4528,"Kilowatt-hours, million","ARM"
"Armenia",2005,4251,"Kilowatt-hours, million","ARM"
"Armenia",1998,3611,"Kilowatt-hours, million","ARM"
"Armenia",2002,3416,"Kilowatt-hours, million","ARM"
"Armenia",2008,4902,"Kilowatt-hours, million","ARM"
"Armenia",1995,3049,"Kilowatt-hours, million","ARM"
"Armenia",2014,5353,"Kilowatt-hours, million","ARM"
"Armenia",2012,5120,"Kilowatt-hours, million","ARM"
"Armenia",2001,3480,"Kilowatt-hours, million","ARM"
"Armenia",2000,3591,"Kilowatt-hours, million","ARM"
"Armenia",1997,4268,"Kilowatt-hours, million","ARM"
"Armenia",1996,3412,"Kilowatt-hours, million","ARM"
"Armenia",2009,4487,"Kilowatt-hours, million","ARM"
"Armenia",2003,3640,"Kilowatt-hours, million","ARM"
"Armenia",2013,5404,"Kilowatt-hours, million","ARM"
"Armenia",2010,4667,"Kilowatt-hours, million","ARM"
"Aruba",2000,776.6,"Kilowatt-hours, million","ABW"
"Aruba",1998,730,"Kilowatt-hours, million","ABW"
"Aruba",1999,738.1,"Kilowatt-hours, million","ABW"
"Aruba",2007,781.1,"Kilowatt-hours, million","ABW"
"Aruba",1994,449,"Kilowatt-hours, million","ABW"
"Aruba",2008,764.3,"Kilowatt-hours, million","ABW"
"Aruba",1995,589,"Kilowatt-hours, million","ABW"
"Aruba",2002,692.8,"Kilowatt-hours, million","ABW"
"Aruba",1997,645,"Kilowatt-hours, million","ABW"
"Aruba",2011,771.8,"Kilowatt-hours, million","ABW"
"Aruba",2012,766.1,"Kilowatt-hours, million","ABW"
"Aruba",2004,729.8,"Kilowatt-hours, million","ABW"
"Aruba",2005,759.3,"Kilowatt-hours, million","ABW"
"Aruba",2009,773.9,"Kilowatt-hours, million","ABW"
"Aruba",2010,789.5,"Kilowatt-hours, million","ABW"
"Aruba",2003,701.6,"Kilowatt-hours, million","ABW"
"Aruba",2006,761.6,"Kilowatt-hours, million","ABW"
"Aruba",2001,673.6,"Kilowatt-hours, million","ABW"
"Aruba",2013,779.3,"Kilowatt-hours, million","ABW"
"Aruba",2014,778.9,"Kilowatt-hours, million","ABW"
"Aruba",1996,616,"Kilowatt-hours, million","ABW"
"Australia",2011,212237,"Kilowatt-hours, million","AUS"
"Australia",2012,209917,"Kilowatt-hours, million","AUS"
"Australia",2004,189317,"Kilowatt-hours, million","AUS"
"Australia",2007,201557,"Kilowatt-hours, million","AUS"
"Australia",2013,210180,"Kilowatt-hours, million","AUS"
"Australia",1996,148959,"Kilowatt-hours, million","AUS"
"Australia",2010,210005,"Kilowatt-hours, million","AUS"
"Australia",1999,168506,"Kilowatt-hours, million","AUS"
"Australia",1998,163184,"Kilowatt-hours, million","AUS"
"Australia",2000,172749,"Kilowatt-hours, million","AUS"
"Australia",2006,192628,"Kilowatt-hours, million","AUS"
"Australia",2003,184936,"Kilowatt-hours, million","AUS"
"Australia",2014,208055,"Kilowatt-hours, million","AUS"
"Australia",2005,189228,"Kilowatt-hours, million","AUS"
"Australia",1994,140578,"Kilowatt-hours, million","AUS"
"Australia",2001,180398,"Kilowatt-hours, million","AUS"
"Australia",2008,202362,"Kilowatt-hours, million","AUS"
"Australia",1995,144879,"Kilowatt-hours, million","AUS"
"Australia",1997,153871,"Kilowatt-hours, million","AUS"
"Australia",2009,206490,"Kilowatt-hours, million","AUS"
"Australia",2002,191117,"Kilowatt-hours, million","AUS"
"Austria",2011,60193,"Kilowatt-hours, million","AUT"
"Austria",2001,53614,"Kilowatt-hours, million","AUT"
"Austria",1996,48311,"Kilowatt-hours, million","AUT"
"Austria",2002,53854,"Kilowatt-hours, million","AUT"
"Austria",2004,56777,"Kilowatt-hours, million","AUT"
"Austria",2007,61987,"Kilowatt-hours, million","AUT"
"Austria",2000,51541,"Kilowatt-hours, million","AUT"
"Austria",2006,60918,"Kilowatt-hours, million","AUT"
"Austria",2010,60317,"Kilowatt-hours, million","AUT"
"Austria",2012,61087,"Kilowatt-hours, million","AUT"
"Austria",2014,60468,"Kilowatt-hours, million","AUT"
"Austria",1994,45605,"Kilowatt-hours, million","AUT"
"Austria",2009,57703,"Kilowatt-hours, million","AUT"
"Austria",1999,50863,"Kilowatt-hours, million","AUT"
"Austria",2003,55617,"Kilowatt-hours, million","AUT"
"Austria",2008,61324,"Kilowatt-hours, million","AUT"
"Austria",1998,49710,"Kilowatt-hours, million","AUT"
"Austria",1995,46712,"Kilowatt-hours, million","AUT"
"Austria",2013,61011,"Kilowatt-hours, million","AUT"
"Austria",2005,58299,"Kilowatt-hours, million","AUT"
"Austria",1997,48904,"Kilowatt-hours, million","AUT"
"Azerbaijan",1996,13765,"Kilowatt-hours, million","AZE"
"Azerbaijan",2011,13267,"Kilowatt-hours, million","AZE"
"Azerbaijan",1999,14205,"Kilowatt-hours, million","AZE"
"Azerbaijan",1998,13480,"Kilowatt-hours, million","AZE"
"Azerbaijan",2004,16969,"Kilowatt-hours, million","AZE"
"Azerbaijan",2009,12259,"Kilowatt-hours, million","AZE"
"Azerbaijan",2001,15069,"Kilowatt-hours, million","AZE"
"Azerbaijan",1994,14354,"Kilowatt-hours, million","AZE"
"Azerbaijan",2002,14488,"Kilowatt-hours, million","AZE"
"Azerbaijan",2014,16907,"Kilowatt-hours, million","AZE"
"Azerbaijan",2008,15566,"Kilowatt-hours, million","AZE"
"Azerbaijan",2006,19638,"Kilowatt-hours, million","AZE"
"Azerbaijan",2007,15844,"Kilowatt-hours, million","AZE"
"Azerbaijan",2013,15982,"Kilowatt-hours, million","AZE"
"Azerbaijan",2000,15403,"Kilowatt-hours, million","AZE"
"Azerbaijan",2010,12235,"Kilowatt-hours, million","AZE"
"Azerbaijan",1995,13563,"Kilowatt-hours, million","AZE"
"Azerbaijan",2012,15394,"Kilowatt-hours, million","AZE"
"Azerbaijan",2003,16730,"Kilowatt-hours, million","AZE"
"Azerbaijan",1997,11274,"Kilowatt-hours, million","AZE"
"Azerbaijan",2005,18028,"Kilowatt-hours, million","AZE"
"Bahamas",2012,1520,"Kilowatt-hours, million","BHS"
"Bahamas",2011,1523,"Kilowatt-hours, million","BHS"
"Bahamas",2004,1657,"Kilowatt-hours, million","BHS"
"Bahamas",1995,1084.4,"Kilowatt-hours, million","BHS"
"Bahamas",2000,1410,"Kilowatt-hours, million","BHS"
"Bahamas",2001,1502,"Kilowatt-hours, million","BHS"
"Bahamas",2007,1854.7,"Kilowatt-hours, million","BHS"
"Bahamas",1999,1387,"Kilowatt-hours, million","BHS"
"Bahamas",2005,1854,"Kilowatt-hours, million","BHS"
"Bahamas",2010,1566.5,"Kilowatt-hours, million","BHS"
"Bahamas",1994,1053,"Kilowatt-hours, million","BHS"
"Bahamas",2008,1891,"Kilowatt-hours, million","BHS"
"Bahamas",2009,1787,"Kilowatt-hours, million","BHS"
"Bahamas",1996,1137.6,"Kilowatt-hours, million","BHS"
"Bahamas",2003,1657,"Kilowatt-hours, million","BHS"
"Bahamas",2006,1741.5,"Kilowatt-hours, million","BHS"
"Bahamas",2002,1567,"Kilowatt-hours, million","BHS"
"Bahamas",1998,1278.4,"Kilowatt-hours, million","BHS"
"Bahamas",2014,1808,"Kilowatt-hours, million","BHS"
"Bahamas",2013,1767,"Kilowatt-hours, million","BHS"
"Bahamas",1997,1173,"Kilowatt-hours, million","BHS"
"Bahrain",2003,7171,"Kilowatt-hours, million","BHR"
"Bahrain",2005,7897,"Kilowatt-hours, million","BHR"
"Bahrain",2007,20434,"Kilowatt-hours, million","BHR"
"Bahrain",2004,7521,"Kilowatt-hours, million","BHR"
"Bahrain",2011,22775,"Kilowatt-hours, million","BHR"
"Bahrain",2010,22193,"Kilowatt-hours, million","BHR"
"Bahrain",2000,5516,"Kilowatt-hours, million","BHR"
"Bahrain",2001,5951,"Kilowatt-hours, million","BHR"
"Bahrain",1995,4303,"Kilowatt-hours, million","BHR"
"Bahrain",2014,26186,"Kilowatt-hours, million","BHR"
"Bahrain",1994,4088,"Kilowatt-hours, million","BHR"
"Bahrain",1999,5468,"Kilowatt-hours, million","BHR"
"Bahrain",1996,4657,"Kilowatt-hours, million","BHR"
"Bahrain",2006,9102,"Kilowatt-hours, million","BHR"
"Bahrain",1997,4695,"Kilowatt-hours, million","BHR"
"Bahrain",2009,20510,"Kilowatt-hours, million","BHR"
"Bahrain",1998,5227,"Kilowatt-hours, million","BHR"
"Bahrain",2012,23315,"Kilowatt-hours, million","BHR"
"Bahrain",2013,24513,"Kilowatt-hours, million","BHR"
"Bahrain",2008,20859,"Kilowatt-hours, million","BHR"
"Bahrain",2002,6454,"Kilowatt-hours, million","BHR"
"Bangladesh",2011,36971,"Kilowatt-hours, million","BGD"
"Bangladesh",2001,14002,"Kilowatt-hours, million","BGD"
"Bangladesh",2004,20490,"Kilowatt-hours, million","BGD"
"Bangladesh",2005,22257,"Kilowatt-hours, million","BGD"
"Bangladesh",2009,30793,"Kilowatt-hours, million","BGD"
"Bangladesh",1995,7818,"Kilowatt-hours, million","BGD"
"Bangladesh",1998,10208,"Kilowatt-hours, million","BGD"
"Bangladesh",2010,34392,"Kilowatt-hours, million","BGD"
"Bangladesh",2000,12468,"Kilowatt-hours, million","BGD"
"Bangladesh",2003,16333,"Kilowatt-hours, million","BGD"
"Bangladesh",1994,6964,"Kilowatt-hours, million","BGD"
"Bangladesh",2014,48918,"Kilowatt-hours, million","BGD"
"Bangladesh",1996,8384,"Kilowatt-hours, million","BGD"
"Bangladesh",2012,40088,"Kilowatt-hours, million","BGD"
"Bangladesh",2013,42717,"Kilowatt-hours, million","BGD"
"Bangladesh",1999,11352,"Kilowatt-hours, million","BGD"
"Bangladesh",2008,27988,"Kilowatt-hours, million","BGD"
"Bangladesh",2006,25627,"Kilowatt-hours, million","BGD"
"Bangladesh",2007,26928,"Kilowatt-hours, million","BGD"
"Bangladesh",2002,15244,"Kilowatt-hours, million","BGD"
"Bangladesh",1997,8784,"Kilowatt-hours, million","BGD"
"Barbados",2013,914.95,"Kilowatt-hours, million","BRB"
"Barbados",1998,658,"Kilowatt-hours, million","BRB"
"Barbados",2004,803.54,"Kilowatt-hours, million","BRB"
"Barbados",2014,903.3,"Kilowatt-hours, million","BRB"
"Barbados",1997,601,"Kilowatt-hours, million","BRB"
"Barbados",2003,781.65,"Kilowatt-hours, million","BRB"
"Barbados",2012,1048.05,"Kilowatt-hours, million","BRB"
"Barbados",1994,527,"Kilowatt-hours, million","BRB"
"Barbados",1999,716,"Kilowatt-hours, million","BRB"
"Barbados",1995,566,"Kilowatt-hours, million","BRB"
"Barbados",2009,951.27,"Kilowatt-hours, million","BRB"
"Barbados",2006,851.16,"Kilowatt-hours, million","BRB"
"Barbados",2005,834.88,"Kilowatt-hours, million","BRB"
"Barbados",2002,765,"Kilowatt-hours, million","BRB"
"Barbados",2000,704,"Kilowatt-hours, million","BRB"
"Barbados",2011,939.6,"Kilowatt-hours, million","BRB"
"Barbados",2008,935.98,"Kilowatt-hours, million","BRB"
"Barbados",2010,958.11,"Kilowatt-hours, million","BRB"
"Barbados",1996,591,"Kilowatt-hours, million","BRB"
"Barbados",2007,940.85,"Kilowatt-hours, million","BRB"
"Barbados",2001,736,"Kilowatt-hours, million","BRB"
"Belarus",1998,27412,"Kilowatt-hours, million","BLR"
"Belarus",2007,28699,"Kilowatt-hours, million","BLR"
"Belarus",2013,29935,"Kilowatt-hours, million","BLR"
"Belarus",2000,26790,"Kilowatt-hours, million","BLR"
"Belarus",2004,27235,"Kilowatt-hours, million","BLR"
"Belarus",2012,30378,"Kilowatt-hours, million","BLR"
"Belarus",1996,25499,"Kilowatt-hours, million","BLR"
"Belarus",2003,26708,"Kilowatt-hours, million","BLR"
"Belarus",2006,28460,"Kilowatt-hours, million","BLR"
"Belarus",2014,30220,"Kilowatt-hours, million","BLR"
"Belarus",2008,29420,"Kilowatt-hours, million","BLR"
"Belarus",2011,29896,"Kilowatt-hours, million","BLR"
"Belarus",2005,27672,"Kilowatt-hours, million","BLR"
"Belarus",2009,27691,"Kilowatt-hours, million","BLR"
"Belarus",1999,27135,"Kilowatt-hours, million","BLR"
"Belarus",2010,29382,"Kilowatt-hours, million","BLR"
"Belarus",2001,26679,"Kilowatt-hours, million","BLR"
"Belarus",2002,26367,"Kilowatt-hours, million","BLR"
"Belarus",1995,25312,"Kilowatt-hours, million","BLR"
"Belarus",1997,26764,"Kilowatt-hours, million","BLR"
"Belarus",1994,27893,"Kilowatt-hours, million","BLR"
"Belgium",1998,73960,"Kilowatt-hours, million","BEL"
"Belgium",2006,82606,"Kilowatt-hours, million","BEL"
"Belgium",2010,83311,"Kilowatt-hours, million","BEL"
"Belgium",2004,80609,"Kilowatt-hours, million","BEL"
"Belgium",2008,82686,"Kilowatt-hours, million","BEL"
"Belgium",2011,80592,"Kilowatt-hours, million","BEL"
"Belgium",1996,69876,"Kilowatt-hours, million","BEL"
"Belgium",1999,74508,"Kilowatt-hours, million","BEL"
"Belgium",2007,82898,"Kilowatt-hours, million","BEL"
"Belgium",2013,81744,"Kilowatt-hours, million","BEL"
"Belgium",2002,78447,"Kilowatt-hours, million","BEL"
"Belgium",2014,80561,"Kilowatt-hours, million","BEL"
"Belgium",2001,78142,"Kilowatt-hours, million","BEL"
"Belgium",2009,77255,"Kilowatt-hours, million","BEL"
"Belgium",1995,68448,"Kilowatt-hours, million","BEL"
"Belgium",2012,81713,"Kilowatt-hours, million","BEL"
"Belgium",1994,66447,"Kilowatt-hours, million","BEL"
"Belgium",2000,77542,"Kilowatt-hours, million","BEL"
"Belgium",2003,79732,"Kilowatt-hours, million","BEL"
"Belgium",2005,80202,"Kilowatt-hours, million","BEL"
"Belgium",1997,71829,"Kilowatt-hours, million","BEL"
"Belize",1999,168,"Kilowatt-hours, million","BLZ"
"Belize",2011,494.688332222222,"Kilowatt-hours, million","BLZ"
"Belize",2007,380,"Kilowatt-hours, million","BLZ"
"Belize",2002,278,"Kilowatt-hours, million","BLZ"
"Belize",1994,148,"Kilowatt-hours, million","BLZ"
"Belize",2014,558.185277777778,"Kilowatt-hours, million","BLZ"
"Belize",2008,407,"Kilowatt-hours, million","BLZ"
"Belize",2013,535.791666888889,"Kilowatt-hours, million","BLZ"
"Belize",2000,228,"Kilowatt-hours, million","BLZ"
"Belize",1998,159,"Kilowatt-hours, million","BLZ"
"Belize",2003,306,"Kilowatt-hours, million","BLZ"
"Belize",1995,153,"Kilowatt-hours, million","BLZ"
"Belize",2004,329,"Kilowatt-hours, million","BLZ"
"Belize",2006,359,"Kilowatt-hours, million","BLZ"
"Belize",1997,159,"Kilowatt-hours, million","BLZ"
"Belize",2005,348,"Kilowatt-hours, million","BLZ"
"Belize",2012,526.112222222222,"Kilowatt-hours, million","BLZ"
"Belize",2010,502.854443777778,"Kilowatt-hours, million","BLZ"
"Belize",2001,255,"Kilowatt-hours, million","BLZ"
"Belize",1996,160,"Kilowatt-hours, million","BLZ"
"Belize",2009,412.015556,"Kilowatt-hours, million","BLZ"
"Benin",1999,346,"Kilowatt-hours, million","BEN"
"Benin",1997,298,"Kilowatt-hours, million","BEN"
"Benin",2012,906,"Kilowatt-hours, million","BEN"
"Benin",2002,498,"Kilowatt-hours, million","BEN"
"Benin",1994,305,"Kilowatt-hours, million","BEN"
"Benin",2011,866,"Kilowatt-hours, million","BEN"
"Benin",1996,281,"Kilowatt-hours, million","BEN"
"Benin",2000,399,"Kilowatt-hours, million","BEN"
"Benin",2005,589,"Kilowatt-hours, million","BEN"
"Benin",1998,290,"Kilowatt-hours, million","BEN"
"Benin",2004,545,"Kilowatt-hours, million","BEN"
"Benin",2013,968,"Kilowatt-hours, million","BEN"
"Benin",2008,748,"Kilowatt-hours, million","BEN"
"Benin",2001,435,"Kilowatt-hours, million","BEN"
"Benin",2010,842,"Kilowatt-hours, million","BEN"
