"country_or_area","year","Total_Consumption","unit","alpha.3"
"Maldives",2011,249.7,"Kilowatt-hours, million","MDV"
"Maldives",2004,150.8,"Kilowatt-hours, million","MDV"
"Maldives",2010,231.8,"Kilowatt-hours, million","MDV"
"Maldives",2002,110,"Kilowatt-hours, million","MDV"
"Maldives",2005,172,"Kilowatt-hours, million","MDV"
"Maldives",2001,103,"Kilowatt-hours, million","MDV"
"Maldives",1994,44,"Kilowatt-hours, million","MDV"
"Maldives",2007,219.2,"Kilowatt-hours, million","MDV"
"Maldives",2012,271.2,"Kilowatt-hours, million","MDV"
"Maldives",2000,91,"Kilowatt-hours, million","MDV"
"Maldives",2013,273,"Kilowatt-hours, million","MDV"
"Maldives",2003,131.8,"Kilowatt-hours, million","MDV"
"Mali",2009,1104,"Kilowatt-hours, million","MLI"
"Mali",2001,832,"Kilowatt-hours, million","MLI"
"Mali",1997,372,"Kilowatt-hours, million","MLI"
"Mali",1999,680,"Kilowatt-hours, million","MLI"
"Mali",1996,317,"Kilowatt-hours, million","MLI"
"Mali",2006,966,"Kilowatt-hours, million","MLI"
"Mali",2011,1201,"Kilowatt-hours, million","MLI"
"Mali",2010,1191,"Kilowatt-hours, million","MLI"
"Mali",2002,779,"Kilowatt-hours, million","MLI"
"Mali",2013,1281,"Kilowatt-hours, million","MLI"
"Mali",2005,784,"Kilowatt-hours, million","MLI"
"Mali",2004,793,"Kilowatt-hours, million","MLI"
"Mali",1994,258,"Kilowatt-hours, million","MLI"
"Mali",2012,1215,"Kilowatt-hours, million","MLI"
"Mali",2007,1031,"Kilowatt-hours, million","MLI"
"Mali",2003,728,"Kilowatt-hours, million","MLI"
"Mali",1995,294,"Kilowatt-hours, million","MLI"
"Mali",2008,1033,"Kilowatt-hours, million","MLI"
"Mali",1998,651,"Kilowatt-hours, million","MLI"
"Mali",2000,693,"Kilowatt-hours, million","MLI"
"Mali",2014,1340,"Kilowatt-hours, million","MLI"
"Malta",2009,1707,"Kilowatt-hours, million","MLT"
"Malta",2001,1569,"Kilowatt-hours, million","MLT"
"Malta",2002,1657,"Kilowatt-hours, million","MLT"
"Malta",1997,866,"Kilowatt-hours, million","MLT"
"Malta",2010,1855,"Kilowatt-hours, million","MLT"
"Malta",2011,1900,"Kilowatt-hours, million","MLT"
"Malta",1999,1516,"Kilowatt-hours, million","MLT"
"Malta",2006,1853,"Kilowatt-hours, million","MLT"
"Malta",1996,907,"Kilowatt-hours, million","MLT"
"Malta",1995,920,"Kilowatt-hours, million","MLT"
"Malta",2008,1853,"Kilowatt-hours, million","MLT"
"Malta",2003,1806,"Kilowatt-hours, million","MLT"
"Malta",2007,1851,"Kilowatt-hours, million","MLT"
"Malta",2014,2032,"Kilowatt-hours, million","MLT"
"Malta",1994,872,"Kilowatt-hours, million","MLT"
"Malta",1998,1402,"Kilowatt-hours, million","MLT"
"Malta",2000,1567,"Kilowatt-hours, million","MLT"
"Malta",2012,1979,"Kilowatt-hours, million","MLT"
"Malta",2005,1958,"Kilowatt-hours, million","MLT"
"Malta",2013,1980,"Kilowatt-hours, million","MLT"
"Malta",2004,1790,"Kilowatt-hours, million","MLT"
"Marshall Islands",1996,70,"Kilowatt-hours, million","MHL"
"Marshall Islands",2010,81,"Kilowatt-hours, million","MHL"
"Marshall Islands",2006,88,"Kilowatt-hours, million","MHL"
"Marshall Islands",2001,80,"Kilowatt-hours, million","MHL"
"Marshall Islands",2003,85,"Kilowatt-hours, million","MHL"
"Marshall Islands",2014,74.2,"Kilowatt-hours, million","MHL"
"Marshall Islands",2000,77,"Kilowatt-hours, million","MHL"
"Marshall Islands",2013,72.6,"Kilowatt-hours, million","MHL"
"Marshall Islands",2012,67.5,"Kilowatt-hours, million","MHL"
"Marshall Islands",2005,88.5,"Kilowatt-hours, million","MHL"
"Marshall Islands",1995,69,"Kilowatt-hours, million","MHL"
"Marshall Islands",2004,89,"Kilowatt-hours, million","MHL"
"Marshall Islands",2007,84,"Kilowatt-hours, million","MHL"
"Marshall Islands",2011,69,"Kilowatt-hours, million","MHL"
"Marshall Islands",2009,82,"Kilowatt-hours, million","MHL"
"Marshall Islands",1997,70,"Kilowatt-hours, million","MHL"
"Marshall Islands",1998,72,"Kilowatt-hours, million","MHL"
"Marshall Islands",2008,81,"Kilowatt-hours, million","MHL"
"Marshall Islands",2002,88,"Kilowatt-hours, million","MHL"
"Marshall Islands",1994,66,"Kilowatt-hours, million","MHL"
"Marshall Islands",1999,71,"Kilowatt-hours, million","MHL"
"Martinique",2006,1335,"Kilowatt-hours, million","MTQ"
"Martinique",1995,344,"Kilowatt-hours, million","MTQ"
"Martinique",2000,1071,"Kilowatt-hours, million","MTQ"
"Martinique",2010,1582.4,"Kilowatt-hours, million","MTQ"
"Martinique",2003,1198,"Kilowatt-hours, million","MTQ"
"Martinique",2001,1090,"Kilowatt-hours, million","MTQ"
"Martinique",2014,1544.147,"Kilowatt-hours, million","MTQ"
"Martinique",2012,1558.171,"Kilowatt-hours, million","MTQ"
"Martinique",1997,347,"Kilowatt-hours, million","MTQ"
"Martinique",2007,1389,"Kilowatt-hours, million","MTQ"
"Martinique",1999,1068,"Kilowatt-hours, million","MTQ"
"Martinique",1996,345,"Kilowatt-hours, million","MTQ"
"Martinique",2009,1550,"Kilowatt-hours, million","MTQ"
"Martinique",1998,347,"Kilowatt-hours, million","MTQ"
"Martinique",2013,1544.147,"Kilowatt-hours, million","MTQ"
"Martinique",2002,1156,"Kilowatt-hours, million","MTQ"
"Martinique",2008,1559,"Kilowatt-hours, million","MTQ"
"Martinique",1994,342,"Kilowatt-hours, million","MTQ"
"Martinique",2004,1226,"Kilowatt-hours, million","MTQ"
"Martinique",2011,1546.506,"Kilowatt-hours, million","MTQ"
"Martinique",2005,1305,"Kilowatt-hours, million","MTQ"
"Mauritania",2006,568.9,"Kilowatt-hours, million","MRT"
"Mauritania",1995,321.9,"Kilowatt-hours, million","MRT"
"Mauritania",2003,418.04,"Kilowatt-hours, million","MRT"
"Mauritania",1999,308.47,"Kilowatt-hours, million","MRT"
"Mauritania",1996,355.4,"Kilowatt-hours, million","MRT"
"Mauritania",2007,570.5,"Kilowatt-hours, million","MRT"
"Mauritania",2004,453.8,"Kilowatt-hours, million","MRT"
"Mauritania",2013,706.2,"Kilowatt-hours, million","MRT"
"Mauritania",2002,305.41,"Kilowatt-hours, million","MRT"
"Mauritania",2000,362.44,"Kilowatt-hours, million","MRT"
"Mauritania",2014,861.9,"Kilowatt-hours, million","MRT"
"Mauritania",2011,698.2,"Kilowatt-hours, million","MRT"
"Mauritania",2012,770.5,"Kilowatt-hours, million","MRT"
"Mauritania",1997,355.92,"Kilowatt-hours, million","MRT"
"Mauritania",1998,310.83,"Kilowatt-hours, million","MRT"
"Mauritania",2001,374.92,"Kilowatt-hours, million","MRT"
"Mauritania",1994,239.4,"Kilowatt-hours, million","MRT"
"Mauritania",2008,628.7,"Kilowatt-hours, million","MRT"
"Mauritania",2010,669.1,"Kilowatt-hours, million","MRT"
"Mauritania",2009,622.7,"Kilowatt-hours, million","MRT"
"Mauritania",2005,524.4,"Kilowatt-hours, million","MRT"
"Mauritius",2008,2054,"Kilowatt-hours, million","MUS"
"Mauritius",2007,1974.8,"Kilowatt-hours, million","MUS"
"Mauritius",2004,1704,"Kilowatt-hours, million","MUS"
"Mauritius",1998,1190,"Kilowatt-hours, million","MUS"
"Mauritius",2006,1880,"Kilowatt-hours, million","MUS"
"Mauritius",2001,1467,"Kilowatt-hours, million","MUS"
"Mauritius",1995,804,"Kilowatt-hours, million","MUS"
"Mauritius",2014,2452,"Kilowatt-hours, million","MUS"
"Mauritius",2011,2227.2,"Kilowatt-hours, million","MUS"
"Mauritius",2012,2294,"Kilowatt-hours, million","MUS"
"Mauritius",2013,2384,"Kilowatt-hours, million","MUS"
"Mauritius",2005,1776,"Kilowatt-hours, million","MUS"
"Mauritius",1999,1244,"Kilowatt-hours, million","MUS"
"Mauritius",2003,1627,"Kilowatt-hours, million","MUS"
"Mauritius",2010,2174.5,"Kilowatt-hours, million","MUS"
"Mauritius",2000,1374,"Kilowatt-hours, million","MUS"
"Mauritius",1996,991,"Kilowatt-hours, million","MUS"
"Mauritius",1994,811,"Kilowatt-hours, million","MUS"
"Mauritius",2002,1510,"Kilowatt-hours, million","MUS"
"Mauritius",2009,2068.4,"Kilowatt-hours, million","MUS"
"Mauritius",1997,1083,"Kilowatt-hours, million","MUS"
"Mayotte",2005,142.3,"Kilowatt-hours, million","MYT"
"Mayotte",2003,112,"Kilowatt-hours, million","MYT"
"Mayotte",2011,239.8,"Kilowatt-hours, million","MYT"
"Mayotte",2008,190.1,"Kilowatt-hours, million","MYT"
"Mayotte",2001,88,"Kilowatt-hours, million","MYT"
"Mayotte",2012,245.8,"Kilowatt-hours, million","MYT"
"Mayotte",2014,273.7,"Kilowatt-hours, million","MYT"
"Mayotte",1996,35,"Kilowatt-hours, million","MYT"
"Mayotte",1998,44,"Kilowatt-hours, million","MYT"
"Mayotte",1999,56,"Kilowatt-hours, million","MYT"
"Mayotte",2002,101,"Kilowatt-hours, million","MYT"
"Mayotte",2009,217,"Kilowatt-hours, million","MYT"
"Mayotte",2000,75,"Kilowatt-hours, million","MYT"
"Mayotte",2006,152.7,"Kilowatt-hours, million","MYT"
"Mayotte",2004,126,"Kilowatt-hours, million","MYT"
"Mayotte",2010,235.5,"Kilowatt-hours, million","MYT"
"Mayotte",1997,39,"Kilowatt-hours, million","MYT"
"Mayotte",2007,175.3,"Kilowatt-hours, million","MYT"
"Mayotte",1994,26,"Kilowatt-hours, million","MYT"
"Mayotte",1995,32,"Kilowatt-hours, million","MYT"
"Mayotte",2013,260.5,"Kilowatt-hours, million","MYT"
"Mexico",2003,172315,"Kilowatt-hours, million","MEX"
"Mexico",2011,233817,"Kilowatt-hours, million","MEX"
"Mexico",2008,209023,"Kilowatt-hours, million","MEX"
"Mexico",1994,114888,"Kilowatt-hours, million","MEX"
"Mexico",2009,205861,"Kilowatt-hours, million","MEX"
"Mexico",2004,181614,"Kilowatt-hours, million","MEX"
"Mexico",2012,247710,"Kilowatt-hours, million","MEX"
"Mexico",1998,126871,"Kilowatt-hours, million","MEX"
"Mexico",2002,149793,"Kilowatt-hours, million","MEX"
"Mexico",2006,193958,"Kilowatt-hours, million","MEX"
"Mexico",1999,134672,"Kilowatt-hours, million","MEX"
"Mexico",1996,111282,"Kilowatt-hours, million","MEX"
"Mexico",1997,119886,"Kilowatt-hours, million","MEX"
"Mexico",2001,147203,"Kilowatt-hours, million","MEX"
"Mexico",2007,203678,"Kilowatt-hours, million","MEX"
"Mexico",2005,189672,"Kilowatt-hours, million","MEX"
"Mexico",1995,119524,"Kilowatt-hours, million","MEX"
"Mexico",2014,252220,"Kilowatt-hours, million","MEX"
"Mexico",2000,145349,"Kilowatt-hours, million","MEX"
"Mexico",2013,241470,"Kilowatt-hours, million","MEX"
"Mexico",2010,215694,"Kilowatt-hours, million","MEX"
"Micronesia (Fed. States of)",2005,60.4,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2009,56.09,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2012,54.11,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2011,53.02,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2006,56.3,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2001,76.9,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1999,75.9,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1994,71,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2002,83.6,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2003,87.3,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2008,52.63,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1995,73,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2007,55.53,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2013,55,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1998,75.4,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1997,72.8,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",1996,73,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2014,55,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2004,81.8,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2000,75.7,"Kilowatt-hours, million","FSM"
"Micronesia (Fed. States of)",2010,56.28,"Kilowatt-hours, million","FSM"
"Mongolia",2011,3453,"Kilowatt-hours, million","MNG"
"Mongolia",2008,3094,"Kilowatt-hours, million","MNG"
"Mongolia",1998,2317,"Kilowatt-hours, million","MNG"
"Mongolia",1994,2229,"Kilowatt-hours, million","MNG"
"Mongolia",2005,2534,"Kilowatt-hours, million","MNG"
"Mongolia",2003,2416,"Kilowatt-hours, million","MNG"
"Mongolia",2012,3772.6,"Kilowatt-hours, million","MNG"
"Mongolia",1995,2296,"Kilowatt-hours, million","MNG"
"Mongolia",2000,2326,"Kilowatt-hours, million","MNG"
"Mongolia",2002,2353,"Kilowatt-hours, million","MNG"
"Mongolia",2014,5158.5,"Kilowatt-hours, million","MNG"
"Mongolia",2009,3772.6,"Kilowatt-hours, million","MNG"
"Mongolia",2001,2343,"Kilowatt-hours, million","MNG"
"Mongolia",2007,2830,"Kilowatt-hours, million","MNG"
"Mongolia",1997,2263,"Kilowatt-hours, million","MNG"
"Mongolia",1999,2370,"Kilowatt-hours, million","MNG"
"Mongolia",2013,4732.1,"Kilowatt-hours, million","MNG"
"Mongolia",2010,4732.1,"Kilowatt-hours, million","MNG"
"Mongolia",2004,2553,"Kilowatt-hours, million","MNG"
"Mongolia",1996,2247,"Kilowatt-hours, million","MNG"
"Mongolia",2006,2619,"Kilowatt-hours, million","MNG"
"Montenegro",2006,3856,"Kilowatt-hours, million","MNE"
"Montenegro",2008,3738,"Kilowatt-hours, million","MNE"
"Montenegro",2007,3938,"Kilowatt-hours, million","MNE"
"Montenegro",2005,3765,"Kilowatt-hours, million","MNE"
"Montenegro",2013,2706,"Kilowatt-hours, million","MNE"
"Montenegro",2009,3017,"Kilowatt-hours, million","MNE"
"Montenegro",2011,3414,"Kilowatt-hours, million","MNE"
"Montenegro",2010,3211,"Kilowatt-hours, million","MNE"
"Montenegro",2012,3220,"Kilowatt-hours, million","MNE"
"Montenegro",2014,2610,"Kilowatt-hours, million","MNE"
"Montserrat",2000,10,"Kilowatt-hours, million","MSR"
"Montserrat",2001,10,"Kilowatt-hours, million","MSR"
"Montserrat",2005,17,"Kilowatt-hours, million","MSR"
"Montserrat",1998,13,"Kilowatt-hours, million","MSR"
"Montserrat",2002,16,"Kilowatt-hours, million","MSR"
"Montserrat",1999,13,"Kilowatt-hours, million","MSR"
"Montserrat",2014,19.864,"Kilowatt-hours, million","MSR"
"Montserrat",1994,7,"Kilowatt-hours, million","MSR"
"Montserrat",2006,17,"Kilowatt-hours, million","MSR"
"Montserrat",1995,7,"Kilowatt-hours, million","MSR"
"Montserrat",2012,19.307,"Kilowatt-hours, million","MSR"
"Montserrat",2009,19,"Kilowatt-hours, million","MSR"
"Montserrat",1997,7,"Kilowatt-hours, million","MSR"
"Montserrat",1996,7,"Kilowatt-hours, million","MSR"
"Montserrat",2004,17,"Kilowatt-hours, million","MSR"
"Montserrat",2010,19,"Kilowatt-hours, million","MSR"
"Montserrat",2011,19.469,"Kilowatt-hours, million","MSR"
"Montserrat",2013,19.583,"Kilowatt-hours, million","MSR"
"Montserrat",2003,17,"Kilowatt-hours, million","MSR"
"Montserrat",2008,19,"Kilowatt-hours, million","MSR"
"Montserrat",2007,18,"Kilowatt-hours, million","MSR"
"Morocco",2003,15214,"Kilowatt-hours, million","MAR"
"Morocco",1997,11569,"Kilowatt-hours, million","MAR"
"Morocco",2006,19260,"Kilowatt-hours, million","MAR"
"Morocco",1998,12300,"Kilowatt-hours, million","MAR"
"Morocco",1994,10133,"Kilowatt-hours, million","MAR"
"Morocco",2009,22384,"Kilowatt-hours, million","MAR"
"Morocco",1995,10452,"Kilowatt-hours, million","MAR"
"Morocco",1999,11458,"Kilowatt-hours, million","MAR"
"Morocco",2005,17628,"Kilowatt-hours, million","MAR"
"Morocco",2000,12838,"Kilowatt-hours, million","MAR"
"Morocco",2012,27559,"Kilowatt-hours, million","MAR"
"Morocco",2007,20584,"Kilowatt-hours, million","MAR"
"Morocco",2008,21638,"Kilowatt-hours, million","MAR"
"Morocco",2004,16289,"Kilowatt-hours, million","MAR"
"Morocco",2014,28806,"Kilowatt-hours, million","MAR"
"Morocco",1996,10762,"Kilowatt-hours, million","MAR"
"Morocco",2013,27846,"Kilowatt-hours, million","MAR"
"Morocco",2002,14085,"Kilowatt-hours, million","MAR"
"Morocco",2011,25670,"Kilowatt-hours, million","MAR"
"Morocco",2010,23705,"Kilowatt-hours, million","MAR"
"Morocco",2001,13452,"Kilowatt-hours, million","MAR"
"Mozambique",1998,917,"Kilowatt-hours, million","MOZ"
"Mozambique",2005,9143,"Kilowatt-hours, million","MOZ"
"Mozambique",2011,10141,"Kilowatt-hours, million","MOZ"
"Mozambique",2009,9569,"Kilowatt-hours, million","MOZ"
"Mozambique",1997,779,"Kilowatt-hours, million","MOZ"
"Mozambique",2001,4864,"Kilowatt-hours, million","MOZ"
"Mozambique",2006,9418,"Kilowatt-hours, million","MOZ"
"Mozambique",2008,9969,"Kilowatt-hours, million","MOZ"
"Mozambique",2007,9245,"Kilowatt-hours, million","MOZ"
"Mozambique",2000,1013,"Kilowatt-hours, million","MOZ"
"Mozambique",2003,6996,"Kilowatt-hours, million","MOZ"
"Mozambique",2010,9831,"Kilowatt-hours, million","MOZ"
"Mozambique",2012,10939,"Kilowatt-hours, million","MOZ"
"Mozambique",1996,642,"Kilowatt-hours, million","MOZ"
"Mozambique",1994,637,"Kilowatt-hours, million","MOZ"
"Mozambique",2002,4889,"Kilowatt-hours, million","MOZ"
"Mozambique",1999,1030,"Kilowatt-hours, million","MOZ"
"Mozambique",2013,11605,"Kilowatt-hours, million","MOZ"
"Mozambique",1995,697,"Kilowatt-hours, million","MOZ"
"Mozambique",2004,8807.86,"Kilowatt-hours, million","MOZ"
"Mozambique",2014,12342.32,"Kilowatt-hours, million","MOZ"
"Myanmar",2005,4263.8,"Kilowatt-hours, million","MMR"
"Myanmar",2012,8255.19,"Kilowatt-hours, million","MMR"
"Myanmar",1997,2677,"Kilowatt-hours, million","MMR"
"Myanmar",2006,4294.35,"Kilowatt-hours, million","MMR"
"Myanmar",2003,3850,"Kilowatt-hours, million","MMR"
"Myanmar",2009,4943.36,"Kilowatt-hours, million","MMR"
"Myanmar",1994,2192,"Kilowatt-hours, million","MMR"
"Myanmar",1999,2911,"Kilowatt-hours, million","MMR"
"Myanmar",1996,2372,"Kilowatt-hours, million","MMR"
"Myanmar",1998,2716,"Kilowatt-hours, million","MMR"
"Myanmar",2007,4382.71,"Kilowatt-hours, million","MMR"
"Myanmar",2010,6312.08,"Kilowatt-hours, million","MMR"
"Myanmar",2000,3269,"Kilowatt-hours, million","MMR"
"Myanmar",2014,11254.95,"Kilowatt-hours, million","MMR"
"Myanmar",2002,3484,"Kilowatt-hours, million","MMR"
"Myanmar",2008,4701.26,"Kilowatt-hours, million","MMR"
"Myanmar",2004,3909,"Kilowatt-hours, million","MMR"
"Myanmar",2013,9612.64,"Kilowatt-hours, million","MMR"
"Myanmar",2001,2957,"Kilowatt-hours, million","MMR"
"Myanmar",2011,7716.86,"Kilowatt-hours, million","MMR"
"Myanmar",1995,2368,"Kilowatt-hours, million","MMR"
"Namibia",2014,3747,"Kilowatt-hours, million","NAM"
"Namibia",2001,2352,"Kilowatt-hours, million","NAM"
"Namibia",1997,1682,"Kilowatt-hours, million","NAM"
"Namibia",2005,2945,"Kilowatt-hours, million","NAM"
"Namibia",1996,1721,"Kilowatt-hours, million","NAM"
"Namibia",2009,3290,"Kilowatt-hours, million","NAM"
"Namibia",1998,1881,"Kilowatt-hours, million","NAM"
"Namibia",2008,3828,"Kilowatt-hours, million","NAM"
"Namibia",2007,3219,"Kilowatt-hours, million","NAM"
"Namibia",1994,1520,"Kilowatt-hours, million","NAM"
"Namibia",2013,3772,"Kilowatt-hours, million","NAM"
"Namibia",2002,2082,"Kilowatt-hours, million","NAM"
"Namibia",2010,3354,"Kilowatt-hours, million","NAM"
"Namibia",2003,2193,"Kilowatt-hours, million","NAM"
"Namibia",1995,1552,"Kilowatt-hours, million","NAM"
"Namibia",2000,2386,"Kilowatt-hours, million","NAM"
"Namibia",2012,3635,"Kilowatt-hours, million","NAM"
"Namibia",1999,2040,"Kilowatt-hours, million","NAM"
"Namibia",2004,2772,"Kilowatt-hours, million","NAM"
"Namibia",2011,3467,"Kilowatt-hours, million","NAM"
"Namibia",2006,3163,"Kilowatt-hours, million","NAM"
"Nauru",2001,27,"Kilowatt-hours, million","NRU"
"Nauru",2006,14.2,"Kilowatt-hours, million","NRU"
"Nauru",2010,20.4,"Kilowatt-hours, million","NRU"
"Nauru",1996,29,"Kilowatt-hours, million","NRU"
"Nauru",2007,18,"Kilowatt-hours, million","NRU"
"Nauru",2013,21.9,"Kilowatt-hours, million","NRU"
"Nauru",1998,29,"Kilowatt-hours, million","NRU"
"Nauru",2002,27,"Kilowatt-hours, million","NRU"
"Nauru",2014,23.25,"Kilowatt-hours, million","NRU"
"Nauru",2005,24.7,"Kilowatt-hours, million","NRU"
"Nauru",2008,17.4,"Kilowatt-hours, million","NRU"
"Nauru",1997,29,"Kilowatt-hours, million","NRU"
"Nauru",2003,28,"Kilowatt-hours, million","NRU"
"Nauru",2004,28.9,"Kilowatt-hours, million","NRU"
"Nauru",2000,30,"Kilowatt-hours, million","NRU"
"Nauru",2011,20.8,"Kilowatt-hours, million","NRU"
"Nauru",1995,29,"Kilowatt-hours, million","NRU"
"Nauru",2009,19.2,"Kilowatt-hours, million","NRU"
"Nauru",1994,27,"Kilowatt-hours, million","NRU"
"Nauru",1999,30,"Kilowatt-hours, million","NRU"
"Nauru",2012,21.4,"Kilowatt-hours, million","NRU"
"Nepal",2013,3413,"Kilowatt-hours, million","NPL"
"Nepal",2001,1449,"Kilowatt-hours, million","NPL"
"Nepal",2003,1654,"Kilowatt-hours, million","NPL"
"Nepal",2002,1534,"Kilowatt-hours, million","NPL"
"Nepal",2010,2740,"Kilowatt-hours, million","NPL"
"Nepal",2000,1299,"Kilowatt-hours, million","NPL"
"Nepal",1996,898,"Kilowatt-hours, million","NPL"
"Nepal",1995,833,"Kilowatt-hours, million","NPL"
"Nepal",1997,952,"Kilowatt-hours, million","NPL"
"Nepal",2007,2282,"Kilowatt-hours, million","NPL"
"Nepal",2004,1869,"Kilowatt-hours, million","NPL"
"Nepal",1998,1057,"Kilowatt-hours, million","NPL"
"Nepal",2009,2567,"Kilowatt-hours, million","NPL"
"Nepal",2006,2151,"Kilowatt-hours, million","NPL"
"Nepal",2014,3491.19,"Kilowatt-hours, million","NPL"
"Nepal",2005,1955,"Kilowatt-hours, million","NPL"
"Nepal",1999,1183,"Kilowatt-hours, million","NPL"
"Nepal",2008,2194,"Kilowatt-hours, million","NPL"
"Nepal",1994,719,"Kilowatt-hours, million","NPL"
"Nepal",2011,3099,"Kilowatt-hours, million","NPL"
"Nepal",2012,3240,"Kilowatt-hours, million","NPL"
"Neth. Antilles (former)",2001,830,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2006,909,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2010,987,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2004,903,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2009,968,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2003,882,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2005,931,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2011,989,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1995,797,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2008,926,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2002,834,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1997,827,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1998,875,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1996,834,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1994,781,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2000,872,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",1999,873,"Kilowatt-hours, million","ANT"
"Neth. Antilles (former)",2007,937,"Kilowatt-hours, million","ANT"
"Netherlands",1996,84163,"Kilowatt-hours, million","NLD"
"Netherlands",1997,87472,"Kilowatt-hours, million","NLD"
"Netherlands",2014,101630,"Kilowatt-hours, million","NLD"
"Netherlands",2010,108000,"Kilowatt-hours, million","NLD"
"Netherlands",2000,95503,"Kilowatt-hours, million","NLD"
"Netherlands",2006,105885,"Kilowatt-hours, million","NLD"
"Netherlands",2013,104373,"Kilowatt-hours, million","NLD"
"Netherlands",2011,108148,"Kilowatt-hours, million","NLD"
"Netherlands",2008,108740,"Kilowatt-hours, million","NLD"
"Netherlands",1998,90510,"Kilowatt-hours, million","NLD"
"Netherlands",2002,98842,"Kilowatt-hours, million","NLD"
"Netherlands",2003,100335,"Kilowatt-hours, million","NLD"
"Netherlands",2009,104994,"Kilowatt-hours, million","NLD"
"Netherlands",2012,104006,"Kilowatt-hours, million","NLD"
"Netherlands",1995,80895,"Kilowatt-hours, million","NLD"
"Netherlands",2005,104666,"Kilowatt-hours, million","NLD"
"Netherlands",2001,97342,"Kilowatt-hours, million","NLD"
"Netherlands",2004,102794,"Kilowatt-hours, million","NLD"
"Netherlands",1999,92763,"Kilowatt-hours, million","NLD"
"Netherlands",2007,108112,"Kilowatt-hours, million","NLD"
"Netherlands",1994,81302,"Kilowatt-hours, million","NLD"
"New Caledonia",2011,2152.1,"Kilowatt-hours, million","NCL"
"New Caledonia",2010,2048.5,"Kilowatt-hours, million","NCL"
"New Caledonia",1996,1462,"Kilowatt-hours, million","NCL"
"New Caledonia",2002,1677,"Kilowatt-hours, million","NCL"
"New Caledonia",2000,1603,"Kilowatt-hours, million","NCL"
"New Caledonia",1999,1589,"Kilowatt-hours, million","NCL"
"New Caledonia",1997,1494,"Kilowatt-hours, million","NCL"
"New Caledonia",2012,2216.4,"Kilowatt-hours, million","NCL"
"New Caledonia",2001,1650,"Kilowatt-hours, million","NCL"
"New Caledonia",2003,1686,"Kilowatt-hours, million","NCL"
"New Caledonia",2004,1598,"Kilowatt-hours, million","NCL"
"New Caledonia",2008,1806.2,"Kilowatt-hours, million","NCL"
"New Caledonia",2007,1841,"Kilowatt-hours, million","NCL"
"New Caledonia",2013,2398,"Kilowatt-hours, million","NCL"
"New Caledonia",2005,1804,"Kilowatt-hours, million","NCL"
"New Caledonia",2009,1903,"Kilowatt-hours, million","NCL"
"New Caledonia",1995,1391,"Kilowatt-hours, million","NCL"
"New Caledonia",1998,1565,"Kilowatt-hours, million","NCL"
"New Caledonia",2014,2453.3,"Kilowatt-hours, million","NCL"
"New Caledonia",1994,1310,"Kilowatt-hours, million","NCL"
"New Caledonia",2006,1793,"Kilowatt-hours, million","NCL"
"New Zealand",2010,39155,"Kilowatt-hours, million","NZL"
"New Zealand",2011,38601,"Kilowatt-hours, million","NZL"
"New Zealand",2001,34844,"Kilowatt-hours, million","NZL"
"New Zealand",1996,31735,"Kilowatt-hours, million","NZL"
"New Zealand",1999,33593,"Kilowatt-hours, million","NZL"
"New Zealand",1994,30189,"Kilowatt-hours, million","NZL"
